Year,ServBasico,Territorio,Comarca,Municipio,Unidad,GeoCode,Value
2017,BSRVH2O,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,100.0
2018,BSRVH2O,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,100.0
2019,BSRVH2O,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,100.0
2020,BSRVH2O,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,100.0
2021,BSRVH2O,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,100.0
2022,BSRVH2O,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,100.0
2010,BSRVSAN,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,99.0
2011,BSRVSAN,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,99.0
2013,BSRVSAN,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,99.0
2014,BSRVSAN,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,98.8
2015,BSRVSAN,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,98.8
2016,BSRVSAN,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,98.8
2017,BSRVSAN,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,99.0
2018,BSRVSAN,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,98.8
2019,BSRVSAN,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,98.8
2020,BSRVSAN,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,99.2
2021,BSRVSAN,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,99.2
2022,BSRVSAN,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,99.4
2010,BSRVH2O,,,Zigoitia,Porcentaje,Zigoitia,100.0
2011,BSRVH2O,,,Zigoitia,Porcentaje,Zigoitia,100.0
2013,BSRVH2O,,,Zigoitia,Porcentaje,Zigoitia,100.0
2014,BSRVH2O,,,Zigoitia,Porcentaje,Zigoitia,100.0
2015,BSRVH2O,,,Zigoitia,Porcentaje,Zigoitia,100.0
2016,BSRVH2O,,,Zigoitia,Porcentaje,Zigoitia,100.0
2017,BSRVH2O,,,Zigoitia,Porcentaje,Zigoitia,100.0
2018,BSRVH2O,,,Zigoitia,Porcentaje,Zigoitia,100.0
2019,BSRVH2O,,,Zigoitia,Porcentaje,Zigoitia,100.0
2020,BSRVH2O,,,Zigoitia,Porcentaje,Zigoitia,100.0
2021,BSRVH2O,,,Zigoitia,Porcentaje,Zigoitia,100.0
2022,BSRVH2O,,,Zigoitia,Porcentaje,Zigoitia,100.0
2010,BSRVSAN,,,Zigoitia,Porcentaje,Zigoitia,99.1
2011,BSRVSAN,,,Zigoitia,Porcentaje,Zigoitia,99.1
2013,BSRVSAN,,,Zigoitia,Porcentaje,Zigoitia,99.4
2014,BSRVSAN,,,Zigoitia,Porcentaje,Zigoitia,99.4
2015,BSRVSAN,,,Zigoitia,Porcentaje,Zigoitia,99.4
2016,BSRVSAN,,,Zigoitia,Porcentaje,Zigoitia,99.4
2017,BSRVSAN,,,Zigoitia,Porcentaje,Zigoitia,99.6
2018,BSRVSAN,,,Zigoitia,Porcentaje,Zigoitia,99.6
2019,BSRVSAN,,,Zigoitia,Porcentaje,Zigoitia,99.6
2020,BSRVSAN,,,Zigoitia,Porcentaje,Zigoitia,99.6
2021,BSRVSAN,,,Zigoitia,Porcentaje,Zigoitia,99.6
2022,BSRVSAN,,,Zigoitia,Porcentaje,Zigoitia,99.6
2010,BSRVH2O,,,Kripan,Porcentaje,Kripan,100.0
2011,BSRVH2O,,,Kripan,Porcentaje,Kripan,100.0
2013,BSRVH2O,,,Kripan,Porcentaje,Kripan,100.0
2014,BSRVH2O,,,Kripan,Porcentaje,Kripan,100.0
2015,BSRVH2O,,,Kripan,Porcentaje,Kripan,100.0
2016,BSRVH2O,,,Kripan,Porcentaje,Kripan,100.0
2017,BSRVH2O,,,Kripan,Porcentaje,Kripan,100.0
2018,BSRVH2O,,,Kripan,Porcentaje,Kripan,100.0
2019,BSRVH2O,,,Kripan,Porcentaje,Kripan,100.0
2020,BSRVH2O,,,Kripan,Porcentaje,Kripan,100.0
2021,BSRVH2O,,,Kripan,Porcentaje,Kripan,100.0
2022,BSRVH2O,,,Kripan,Porcentaje,Kripan,100.0
2010,BSRVSAN,,,Kripan,Porcentaje,Kripan,98.5
2011,BSRVSAN,,,Kripan,Porcentaje,Kripan,98.6
2013,BSRVSAN,,,Kripan,Porcentaje,Kripan,98.6
2014,BSRVSAN,,,Kripan,Porcentaje,Kripan,98.6
2015,BSRVSAN,,,Kripan,Porcentaje,Kripan,98.6
2016,BSRVSAN,,,Kripan,Porcentaje,Kripan,98.6
2017,BSRVSAN,,,Kripan,Porcentaje,Kripan,100.0
2018,BSRVSAN,,,Kripan,Porcentaje,Kripan,100.0
2019,BSRVSAN,,,Kripan,Porcentaje,Kripan,100.0
2020,BSRVSAN,,,Kripan,Porcentaje,Kripan,100.0
2021,BSRVSAN,,,Kripan,Porcentaje,Kripan,100.0
2022,BSRVSAN,,,Kripan,Porcentaje,Kripan,100.0
2010,BSRVH2O,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,100.0
2011,BSRVH2O,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,100.0
2013,BSRVH2O,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,100.0
2014,BSRVH2O,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,100.0
2015,BSRVH2O,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,100.0
2016,BSRVH2O,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,100.0
2017,BSRVH2O,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,100.0
2018,BSRVH2O,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,100.0
2019,BSRVH2O,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,100.0
2020,BSRVH2O,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,100.0
2021,BSRVH2O,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,100.0
2022,BSRVH2O,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,100.0
2010,BSRVSAN,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,99.8
2011,BSRVSAN,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,99.8
2013,BSRVSAN,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,99.8
2014,BSRVSAN,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,99.8
2015,BSRVSAN,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,99.8
2016,BSRVSAN,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,99.8
2017,BSRVSAN,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,99.8
2018,BSRVSAN,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,99.8
2019,BSRVSAN,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,99.8
2020,BSRVSAN,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,99.9
2021,BSRVSAN,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,99.9
2022,BSRVSAN,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,99.9
2010,BSRVH2O,,,Kuartango,Porcentaje,Kuartango,98.2
2011,BSRVH2O,,,Kuartango,Porcentaje,Kuartango,98.2
2013,BSRVH2O,,,Kuartango,Porcentaje,Kuartango,98.2
2014,BSRVH2O,,,Kuartango,Porcentaje,Kuartango,98.2
2015,BSRVH2O,,,Kuartango,Porcentaje,Kuartango,98.3
2016,BSRVH2O,,,Kuartango,Porcentaje,Kuartango,98.3
2017,BSRVH2O,,,Kuartango,Porcentaje,Kuartango,98.3
2018,BSRVH2O,,,Kuartango,Porcentaje,Kuartango,98.4
2019,BSRVH2O,,,Kuartango,Porcentaje,Kuartango,98.4
2020,BSRVH2O,,,Kuartango,Porcentaje,Kuartango,98.4
2021,BSRVH2O,,,Kuartango,Porcentaje,Kuartango,98.5
2022,BSRVH2O,,,Kuartango,Porcentaje,Kuartango,98.5
2010,BSRVSAN,,,Kuartango,Porcentaje,Kuartango,97.1
2011,BSRVSAN,,,Kuartango,Porcentaje,Kuartango,97.7
2013,BSRVSAN,,,Kuartango,Porcentaje,Kuartango,97.7
2014,BSRVSAN,,,Kuartango,Porcentaje,Kuartango,97.6
2015,BSRVSAN,,,Kuartango,Porcentaje,Kuartango,97.8
2016,BSRVSAN,,,Kuartango,Porcentaje,Kuartango,97.8
2017,BSRVSAN,,,Kuartango,Porcentaje,Kuartango,98.3
2018,BSRVSAN,,,Kuartango,Porcentaje,Kuartango,98.4
2019,BSRVSAN,,,Kuartango,Porcentaje,Kuartango,98.4
2020,BSRVSAN,,,Kuartango,Porcentaje,Kuartango,98.4
2021,BSRVSAN,,,Kuartango,Porcentaje,Kuartango,98.5
2022,BSRVSAN,,,Kuartango,Porcentaje,Kuartango,98.5
2010,BSRVH2O,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2011,BSRVH2O,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2013,BSRVH2O,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2014,BSRVH2O,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2015,BSRVH2O,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2016,BSRVH2O,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2017,BSRVH2O,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2018,BSRVH2O,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2019,BSRVH2O,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2020,BSRVH2O,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2021,BSRVH2O,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2022,BSRVH2O,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2010,BSRVSAN,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,99.1
2011,BSRVSAN,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2013,BSRVSAN,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2014,BSRVSAN,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2015,BSRVSAN,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2016,BSRVSAN,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2017,BSRVSAN,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2018,BSRVSAN,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2019,BSRVSAN,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2020,BSRVSAN,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2021,BSRVSAN,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2022,BSRVSAN,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,100.0
2010,BSRVH2O,,,Elciego,Porcentaje,Elciego,99.3
2011,BSRVH2O,,,Elciego,Porcentaje,Elciego,99.1
2013,BSRVH2O,,,Elciego,Porcentaje,Elciego,99.1
2014,BSRVH2O,,,Elciego,Porcentaje,Elciego,99.1
2015,BSRVH2O,,,Elciego,Porcentaje,Elciego,99.3
2016,BSRVH2O,,,Elciego,Porcentaje,Elciego,99.3
2017,BSRVH2O,,,Elciego,Porcentaje,Elciego,99.3
2018,BSRVH2O,,,Elciego,Porcentaje,Elciego,99.3
2019,BSRVH2O,,,Elciego,Porcentaje,Elciego,99.5
2020,BSRVH2O,,,Elciego,Porcentaje,Elciego,99.3
2021,BSRVH2O,,,Elciego,Porcentaje,Elciego,99.5
2022,BSRVH2O,,,Elciego,Porcentaje,Elciego,99.8
2010,BSRVSAN,,,Elciego,Porcentaje,Elciego,99.8
2011,BSRVSAN,,,Elciego,Porcentaje,Elciego,99.3
2013,BSRVSAN,,,Elciego,Porcentaje,Elciego,99.8
2014,BSRVSAN,,,Elciego,Porcentaje,Elciego,99.8
2015,BSRVSAN,,,Elciego,Porcentaje,Elciego,99.8
2016,BSRVSAN,,,Elciego,Porcentaje,Elciego,99.8
2017,BSRVSAN,,,Elciego,Porcentaje,Elciego,99.8
2018,BSRVSAN,,,Elciego,Porcentaje,Elciego,99.8
2019,BSRVSAN,,,Elciego,Porcentaje,Elciego,99.8
2020,BSRVSAN,,,Elciego,Porcentaje,Elciego,99.5
2021,BSRVSAN,,,Elciego,Porcentaje,Elciego,99.8
2022,BSRVSAN,,,Elciego,Porcentaje,Elciego,99.8
2010,BSRVH2O,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2011,BSRVH2O,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2013,BSRVH2O,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2014,BSRVH2O,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2015,BSRVH2O,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2016,BSRVH2O,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2017,BSRVH2O,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2018,BSRVH2O,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2019,BSRVH2O,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2020,BSRVH2O,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2021,BSRVH2O,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2022,BSRVH2O,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2010,BSRVSAN,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,99.3
2011,BSRVSAN,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,99.3
2013,BSRVSAN,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,99.3
2014,BSRVSAN,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,99.3
2015,BSRVSAN,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,99.3
2016,BSRVSAN,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,99.3
2017,BSRVSAN,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,99.3
2018,BSRVSAN,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,99.3
2019,BSRVSAN,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2020,BSRVSAN,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2021,BSRVSAN,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2022,BSRVSAN,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,100.0
2010,BSRVH2O,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2011,BSRVH2O,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2013,BSRVH2O,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2014,BSRVH2O,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2015,BSRVH2O,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2016,BSRVH2O,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2017,BSRVH2O,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2018,BSRVH2O,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2019,BSRVH2O,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2020,BSRVH2O,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2021,BSRVH2O,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2022,BSRVH2O,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2010,BSRVSAN,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,99.4
2011,BSRVSAN,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,99.5
2013,BSRVSAN,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2014,BSRVSAN,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2015,BSRVSAN,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2016,BSRVSAN,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2017,BSRVSAN,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2018,BSRVSAN,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2019,BSRVSAN,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2020,BSRVSAN,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2021,BSRVSAN,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2022,BSRVSAN,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,100.0
2010,BSRVH2O,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2011,BSRVH2O,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2013,BSRVH2O,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2014,BSRVH2O,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2015,BSRVH2O,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2016,BSRVH2O,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2017,BSRVH2O,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2018,BSRVH2O,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2019,BSRVH2O,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2020,BSRVH2O,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2021,BSRVH2O,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2022,BSRVH2O,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2010,BSRVSAN,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2011,BSRVSAN,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2013,BSRVSAN,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2014,BSRVSAN,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2015,BSRVSAN,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2016,BSRVSAN,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2017,BSRVSAN,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2018,BSRVSAN,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2019,BSRVSAN,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2020,BSRVSAN,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2021,BSRVSAN,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2022,BSRVSAN,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,100.0
2010,BSRVH2O,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,100.0
2011,BSRVH2O,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,100.0
2013,BSRVH2O,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,100.0
2014,BSRVH2O,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,100.0
2015,BSRVH2O,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,100.0
2016,BSRVH2O,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,100.0
2017,BSRVH2O,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,100.0
2018,BSRVH2O,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,100.0
2019,BSRVH2O,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,100.0
2020,BSRVH2O,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,100.0
2021,BSRVH2O,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,100.0
2022,BSRVH2O,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,100.0
2010,BSRVSAN,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,98.3
2011,BSRVSAN,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,98.4
2013,BSRVSAN,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,98.4
2014,BSRVSAN,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,98.2
2015,BSRVSAN,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,98.2
2016,BSRVSAN,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,98.2
2017,BSRVSAN,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,98.2
2018,BSRVSAN,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,98.2
2019,BSRVSAN,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,98.1
2020,BSRVSAN,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,98.3
2021,BSRVSAN,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,98.3
2022,BSRVSAN,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,98.4
2010,BSRVH2O,,,Lagrán,Porcentaje,Lagrán,100.0
2011,BSRVH2O,,,Lagrán,Porcentaje,Lagrán,100.0
2013,BSRVH2O,,,Lagrán,Porcentaje,Lagrán,100.0
2014,BSRVH2O,,,Lagrán,Porcentaje,Lagrán,100.0
2015,BSRVH2O,,,Lagrán,Porcentaje,Lagrán,100.0
2016,BSRVH2O,,,Lagrán,Porcentaje,Lagrán,100.0
2017,BSRVH2O,,,Lagrán,Porcentaje,Lagrán,100.0
2018,BSRVH2O,,,Lagrán,Porcentaje,Lagrán,100.0
2019,BSRVH2O,,,Lagrán,Porcentaje,Lagrán,100.0
2020,BSRVH2O,,,Lagrán,Porcentaje,Lagrán,100.0
2021,BSRVH2O,,,Lagrán,Porcentaje,Lagrán,100.0
2022,BSRVH2O,,,Lagrán,Porcentaje,Lagrán,100.0
2010,BSRVSAN,,,Lagrán,Porcentaje,Lagrán,99.0
2011,BSRVSAN,,,Lagrán,Porcentaje,Lagrán,99.0
2013,BSRVSAN,,,Lagrán,Porcentaje,Lagrán,97.9
2014,BSRVSAN,,,Lagrán,Porcentaje,Lagrán,97.9
2015,BSRVSAN,,,Lagrán,Porcentaje,Lagrán,96.8
2016,BSRVSAN,,,Lagrán,Porcentaje,Lagrán,96.7
2017,BSRVSAN,,,Lagrán,Porcentaje,Lagrán,96.7
2018,BSRVSAN,,,Lagrán,Porcentaje,Lagrán,97.7
2019,BSRVSAN,,,Lagrán,Porcentaje,Lagrán,97.8
2020,BSRVSAN,,,Lagrán,Porcentaje,Lagrán,97.8
2021,BSRVSAN,,,Lagrán,Porcentaje,Lagrán,97.8
2022,BSRVSAN,,,Lagrán,Porcentaje,Lagrán,99.0
2010,BSRVH2O,,,Laguardia,Porcentaje,Laguardia,99.8
2011,BSRVH2O,,,Laguardia,Porcentaje,Laguardia,99.9
2013,BSRVH2O,,,Laguardia,Porcentaje,Laguardia,99.8
2014,BSRVH2O,,,Laguardia,Porcentaje,Laguardia,99.8
2015,BSRVH2O,,,Laguardia,Porcentaje,Laguardia,99.8
2016,BSRVH2O,,,Laguardia,Porcentaje,Laguardia,99.8
2017,BSRVH2O,,,Laguardia,Porcentaje,Laguardia,99.9
2018,BSRVH2O,,,Laguardia,Porcentaje,Laguardia,99.8
2019,BSRVH2O,,,Laguardia,Porcentaje,Laguardia,99.8
2020,BSRVH2O,,,Laguardia,Porcentaje,Laguardia,99.8
2021,BSRVH2O,,,Laguardia,Porcentaje,Laguardia,99.8
2022,BSRVH2O,,,Laguardia,Porcentaje,Laguardia,99.8
2010,BSRVSAN,,,Laguardia,Porcentaje,Laguardia,99.0
2011,BSRVSAN,,,Laguardia,Porcentaje,Laguardia,99.4
2013,BSRVSAN,,,Laguardia,Porcentaje,Laguardia,99.4
2014,BSRVSAN,,,Laguardia,Porcentaje,Laguardia,99.2
2015,BSRVSAN,,,Laguardia,Porcentaje,Laguardia,99.2
2016,BSRVSAN,,,Laguardia,Porcentaje,Laguardia,99.1
2017,BSRVSAN,,,Laguardia,Porcentaje,Laguardia,99.2
2018,BSRVSAN,,,Laguardia,Porcentaje,Laguardia,99.2
2019,BSRVSAN,,,Laguardia,Porcentaje,Laguardia,99.2
2020,BSRVSAN,,,Laguardia,Porcentaje,Laguardia,99.2
2021,BSRVSAN,,,Laguardia,Porcentaje,Laguardia,99.2
2022,BSRVSAN,,,Laguardia,Porcentaje,Laguardia,99.2
2010,BSRVH2O,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,99.3
2011,BSRVH2O,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,99.3
2013,BSRVH2O,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,99.3
2014,BSRVH2O,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,99.3
2015,BSRVH2O,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,99.3
2016,BSRVH2O,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,99.3
2017,BSRVH2O,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,99.3
2018,BSRVH2O,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,99.3
